,accepted_species,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,Genus
361,Centaurium quadrifolium,913778-1,Centaurium quadrifolium,Centaurium quadrifolium (L.) G.López & C.E.Jarvis,Gentianaceae,Species,Centaurium,Centaurium Hill,2708575,30015106-2,Genus,2708750,913778-1,Species,Accepted,Gentianaceae,,Centaurium,,quadrifolium,,,L.,G.López & C.E.Jarvis,,Anales Jard. Bot. Madrid, 40: 342,(1983 publ. 1984),,C. Spain,biennial,subtropical,Centaurium quadrifolium,(L.) G.López & C.E.Jarvis,2708750,2821331,,,2708575,913778-1,,N,Centaurium quadrifolium (L.) G.López & C.E.Jarvis,913778-1,2708750,Centaurium
362,Leptadenia pyrotechnica,98980-1,Leptadenia pyrotechnica,Leptadenia pyrotechnica (Forssk.) Decne.,Apocynaceae,Species,Leptadenia,Leptadenia R.Br.,507739,3469-1,Genus,507765,98980-1,Species,Accepted,Apocynaceae,,Leptadenia,,pyrotechnica,,,Forssk.,Decne.,,"Ann. Sci. Nat., Bot.",", sér. 2, 9: 269",(1838),,Sahara to Iran and NW. India,shrub or tree,desert or dry shrubland,Leptadenia pyrotechnica,(Forssk.) Decne.,507765,504069,,,507739,98980-1,,Y,Leptadenia pyrotechnica (Forssk.) Decne.,98980-1,507765,Leptadenia
363,Prismatomeris tetrandra,761152-1,Prismatomeris tetrandra,Prismatomeris tetrandra (Roxb.) K.Schum.,Rubiaceae,Species,Prismatomeris,Prismatomeris Thwaites,165443,327883-2,Genus,165482,761152-1,Species,Accepted,Rubiaceae,,Prismatomeris,,tetrandra,,,Roxb.,K.Schum.,H.G.A.Engler & K.A.E.Prantl,Nat. Pflanzenfam., 4(4): 138,(1891),,Indian Subcontinent to S. China and Philippines,shrub or tree,wet tropical,Prismatomeris tetrandra,(Roxb.) K.Schum.,165482,45745,,,165443,761152-1,,Y,Prismatomeris tetrandra (Roxb.) K.Schum.,761152-1,165482,Prismatomeris
364,Mitragyna stipulosa,756304-1,Mitragyna stipulosa,Mitragyna stipulosa (DC.) Kuntze,Rubiaceae,Species,Mitragyna,Mitragyna Korth.,128787,327864-2,Genus,128806,756304-1,Species,Accepted,Rubiaceae,,Mitragyna,,stipulosa,,,DC.,Kuntze,,Revis. Gen. Pl., 1: 289,(1891),,Trop. Africa,tree,wet tropical,Mitragyna stipulosa,(DC.) Kuntze,128806,133311,,,128787,756304-1,,Y,Mitragyna stipulosa (DC.) Kuntze,756304-1,128806,Mitragyna
365,Wendlandia tinctoria,770521-1,Wendlandia tinctoria,Wendlandia tinctoria (Roxb.) DC.,Rubiaceae,Species,Wendlandia,Wendlandia Bartl. ex DC.,214390,327901-2,Genus,214528,770521-1,Species,Accepted,Rubiaceae,,Wendlandia,,tinctoria,,,Roxb.,DC.,,Prodr., 4: 411,(1830),,Indian Subcontinent to S. China and Indo-China,shrub or tree,wet tropical,Wendlandia tinctoria,(Roxb.) DC.,214528,179789,,,214390,770521-1,,Y,Wendlandia tinctoria (Roxb.) DC.,770521-1,214528,Wendlandia
366,Gentianella germanica,77068284-1,Gentianella germanica,Gentianella germanica (Willd.) Börner,Gentianaceae,Species,Gentianella,Gentianella Moench,2821875,331622-2,Genus,2822091,77068284-1,Species,Accepted,Gentianaceae,,Gentianella,,germanica,,,Willd.,Börner,,Fl. Deut. Volk,: 542,(1912),,Europe,biennial,temperate,Gentianella germanica,(Willd.) Börner,2822091,2820550,,,2821875,77068284-1,,N,Gentianella germanica (Willd.) Börner,77068284-1,2822091,Gentianella
367,Faramea occidentalis,1187456-2,Faramea occidentalis,Faramea occidentalis (L.) A.Rich.,Rubiaceae,Species,Faramea,Faramea Aubl.,83970,34600-1,Genus,84148,1187456-2,Species,Accepted,Rubiaceae,,Faramea,,occidentalis,,,L.,A.Rich.,A.P.de Candolle,Prodr., 4: 497,(1830),,Mexico to Trop. America,shrub or tree,wet tropical,Faramea occidentalis,(L.) A.Rich.,84148,103822,,,83970,1187456-2,,Y,Faramea occidentalis (L.) A.Rich.,1187456-2,84148,Faramea
368,Pentalinon luteum,942487-1,Pentalinon luteum,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,Apocynaceae,Species,Pentalinon,Pentalinon Voigt,149822,2502-1,Genus,149824,942487-1,Species,Accepted,Apocynaceae,,Pentalinon,,luteum,,,L.,B.F.Hansen & Wunderlin,,Taxon, 35: 167,(1986),,S. Florida to Caribbean,climbing shrub,wet tropical,Pentalinon luteum,(L.) B.F.Hansen & Wunderlin,149824,213164,,,149822,942487-1,,Y,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,942487-1,149824,Pentalinon
369,Oxystelma esculentum,60458242-2,Oxystelma esculentum,Oxystelma esculentum (L.f.) Sm.,Apocynaceae,Species,Oxystelma,Oxystelma R.Br.,509826,30086246-2,Genus,509833,60458242-2,Species,Accepted,Apocynaceae,,Oxystelma,,esculentum,,,L.f.,Sm.,A.Rees,Cycl., 25: n.° 1,(1813),,"Egypt to NE. Tanzania, SW. Yemen, Sinai to S. China and W. Malesia, N. Australia",climbing shrub,seasonally dry tropical,Oxystelma esculentum,(L.f.) Sm.,509833,510254,,,509826,60458242-2,,Y,Oxystelma esculentum (L.f.) Sm.,60458242-2,509833,Oxystelma
370,Ixora foetida,991683-1,Ixora foetida,Ixora foetida (L.f.) Fosberg,Rubiaceae,Species,Ixora,Ixora L.,103177,30043713-2,Genus,334632,991683-1,Species,Accepted,Rubiaceae,,Ixora,,foetida,,,L.f.,Fosberg,,Allertonia, 7: 78,(1993),,"Vanuatu, Cook Is., Society Is. (Tahiti), Tuamotu (Makatea)",shrub or tree,wet tropical,Ixora foetida,(L.f.) Fosberg,334632,2756964,,,103177,991683-1,,Y,Ixora foetida (L.f.) Fosberg,991683-1,334632,Ixora
371,Tabernaemontana odoratissima,20010230-1,Tabernaemontana odoratissima,Tabernaemontana odoratissima (Stapf) Leeuwenb.,Apocynaceae,Species,Tabernaemontana,Tabernaemontana Plum. ex L.,200545,328993-2,Genus,200841,20010230-1,Species,Accepted,Apocynaceae,,Tabernaemontana,,odoratissima,,,Stapf,Leeuwenb.,,Revis. Tabernaemontana, 1: 49,(1991),,E. DR Congo to E. Trop. Africa,tree,wet tropical,Tabernaemontana odoratissima,(Stapf) Leeuwenb.,200841,84926,,,200545,20010230-1,,Y,Tabernaemontana odoratissima (Stapf) Leeuwenb.,20010230-1,200841,Tabernaemontana
372,Palicourea glomerulata,77115607-1,Palicourea glomerulata,Palicourea glomerulata (Donn.Sm.) Borhidi,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,466197,77115607-1,Species,Accepted,Rubiaceae,,Palicourea,,glomerulata,,,Donn.Sm.,Borhidi,,Acta Bot. Hung., 53: 245,(2011),,Mexico (Chiapas) to NW. Ecuador,shrub,wet tropical,Palicourea glomerulata,(Donn.Sm.) Borhidi,466197,36436,,,145874,77115607-1,,Y,Palicourea glomerulata (Donn.Sm.) Borhidi,77115607-1,466197,Palicourea
373,Gomphocarpus fruticosus,97610-1,Gomphocarpus fruticosus,Gomphocarpus fruticosus (L.) W.T.Aiton,Apocynaceae,Species,Gomphocarpus,Gomphocarpus R.Br.,505585,30051534-2,Genus,505642,97610-1,Species,Accepted,Apocynaceae,,Gomphocarpus,,fruticosus,,,L.,W.T.Aiton,,Hortus Kew., 2: 80,(1811),,"Eritrea to S. Africa, Arabian Pen.",subshrub or shrub,seasonally dry tropical,Gomphocarpus fruticosus,(L.) W.T.Aiton,505642,500945,,,505585,97610-1,,Y,Gomphocarpus fruticosus (L.) W.T.Aiton,97610-1,505642,Gomphocarpus
374,Wrightia antidysenterica,82830-1,Wrightia antidysenterica,Wrightia antidysenterica (L.) R.Br.,Apocynaceae,Species,Wrightia,Wrightia R.Br.,214883,60443770-2,Genus,214887,82830-1,Species,Accepted,Apocynaceae,,Wrightia,,antidysenterica,,,L.,R.Br.,,Asclepiadeae,: 63,(1810),,Sri Lanka,shrub or tree,wet tropical,Wrightia antidysenterica,(L.) R.Br.,214887,135166,,,214883,82830-1,,Y,Wrightia antidysenterica (L.) R.Br.,82830-1,214887,Wrightia
375,Gentianella campestris,77068283-1,Gentianella campestris,Gentianella campestris (L.) Börner,Gentianaceae,Species,Gentianella,Gentianella Moench,2821875,331622-2,Genus,2821976,77068283-1,Species,Accepted,Gentianaceae,,Gentianella,,campestris,,,L.,Börner,,Fl. Deut. Volk,: 543,(1912),,Europe,annual or biennial,temperate,Gentianella campestris,(L.) Börner,2821976,2820150,,,2821875,77068283-1,,N,Gentianella campestris (L.) Börner,77068283-1,2821976,Gentianella
376,Faramea guianensis,103407-2,Faramea guianensis,Faramea guianensis (Aubl.) Bremek.,Rubiaceae,Species,Faramea,Faramea Aubl.,83970,34600-1,Genus,84072,103407-2,Species,Accepted,Rubiaceae,,Faramea,,guianensis,,,Aubl.,Bremek.,,Recueil Trav. Bot. Néerl., 31: 278,(1934),,"Suriname, French Guiana, N. Brazil",shrub or tree,wet tropical,Faramea guianensis,(Aubl.) Bremek.,84072,83144,,,83970,103407-2,,Y,Faramea guianensis (Aubl.) Bremek.,103407-2,84072,Faramea
377,Uncaria gambir,60458896-2,Uncaria gambir,Uncaria gambir (W.Hunter) Roxb.,Rubiaceae,Species,Uncaria,Uncaria Schreb.,209736,327895-2,Genus,209796,60458896-2,Species,Accepted,Rubiaceae,,Uncaria,,gambir,,,W.Hunter,Roxb.,,Fl. Ind., 2: 126,(1824),,W. Malesia,climbing shrub,wet tropical,Uncaria gambir,(W.Hunter) Roxb.,209796,133179,,,209736,60458896-2,,Y,Uncaria gambir (W.Hunter) Roxb.,60458896-2,209796,Uncaria
378,Chiococca alba,56535-2,Chiococca alba,Chiococca alba (L.) Hitchc.,Rubiaceae,Species,Chiococca,Chiococca P.Browne,39066,30010725-2,Genus,39067,56535-2,Species,Accepted,Rubiaceae,,Chiococca,,alba,,,L.,Hitchc.,,Rep. (Annual) Missouri Bot. Gard., 4: 94,(1893),,Trop. & Subtrop. America,scrambling shrub or tree,wet tropical,Chiococca alba,(L.) Hitchc.,39067,115099,,,39066,56535-2,,Y,Chiococca alba (L.) Hitchc.,56535-2,39067,Chiococca
379,Swertia corymbosa,60462310-2,Swertia corymbosa,Swertia corymbosa (Griseb.) Fielding & Gardner,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590501,60462310-2,Species,Accepted,Gentianaceae,,Swertia,,corymbosa,,,Griseb.,Fielding & Gardner,,Sert. Pl., 4: 126,(1844),,S. India,annual,subtropical,Swertia corymbosa,(Griseb.) Fielding & Gardner,2590501,2387776,,,2590364,60462310-2,,N,Swertia corymbosa (Griseb.) Fielding & Gardner,60462310-2,2590501,Swertia
380,Swertia racemosa,371061-1,Swertia racemosa,Swertia racemosa (Griseb.) Wall. ex C.B.Clarke,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590202,371061-1,Species,Accepted,Gentianaceae,,Swertia,,racemosa,,,Griseb.,Wall. ex C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 124,(1883),,Himalaya to SE. Tibet,annual,subalpine or subarctic,Swertia racemosa,(Griseb.) Wall. ex C.B.Clarke,2590202,2387798,,,2590364,371061-1,,N,Swertia racemosa (Griseb.) Wall. ex C.B.Clarke,371061-1,2590202,Swertia
381,Streptocaulon juventas,102040-1,Streptocaulon juventas,Streptocaulon juventas (Lour.) Merr.,Apocynaceae,Species,Streptocaulon,Streptocaulon Wight & Arn.,512558,3733-1,Genus,512573,102040-1,Species,Accepted,Apocynaceae,,Streptocaulon,,juventas,,,Lour.,Merr.,,Trans. Amer. Philos. Soc.,", n.s., 24(2): 315",(1935),,S. China to Pen. Malaysia,climber,wet tropical,Streptocaulon juventas,(Lour.) Merr.,512573,12886,,,512558,102040-1,,Y,Streptocaulon juventas (Lour.) Merr.,102040-1,512573,Streptocaulon
382,Singaporandia macrophylla,77160555-1,Singaporandia macrophylla,Singaporandia macrophylla (Hook.f.) K.M.Wong,Rubiaceae,Species,Singaporandia,Singaporandia K.M.Wong,526813,77160553-1,Genus,526812,77160555-1,Species,Accepted,Rubiaceae,,Singaporandia,,macrophylla,,,Hook.f.,K.M.Wong,,Sandakania, 21: 54,(2016),,Pen. Thailand to Sumatera,shrub or tree,wet tropical,Singaporandia macrophylla,(Hook.f.) K.M.Wong,526812,176421,,,526813,77160555-1,,Y,Singaporandia macrophylla (Hook.f.) K.M.Wong,77160555-1,526812,Singaporandia
383,Palicourea sessilis,77153573-1,Palicourea sessilis,Palicourea sessilis (Vell.) C.M.Taylor,Rubiaceae,Species,Palicourea,Palicourea Aubl.,145874,30000890-2,Genus,521775,77153573-1,Species,Accepted,Rubiaceae,,Palicourea,,sessilis,,,Vell.,C.M.Taylor,,Novon, 24: 90,(2015),,"SE. Venezuela to W. Guyana, E. & S. Brazil to Paraguay",shrub or tree,wet tropical,Palicourea sessilis,(Vell.) C.M.Taylor,521775,45726,,,145874,77153573-1,,Y,Palicourea sessilis (Vell.) C.M.Taylor,77153573-1,521775,Palicourea
384,Fagraea blumei,546103-1,Fagraea blumei,Fagraea blumei G.Don,Gentianaceae,Species,Fagraea,Fagraea Thunb.,2807350,25059-1,Genus,2807375,546103-1,Species,Accepted,Gentianaceae,,Fagraea,,blumei,,,,G.Don,,Gen. Hist., 4: 69,(1837),,W. & C. Malesia,scrambling shrub or tree,wet tropical,Fagraea blumei,G.Don,2807375,2807484,Blume,,2807350,546103-1,,N,Fagraea blumei G.Don,546103-1,2807375,Fagraea
385,Psydrax schimperianus,915420-1,Psydrax schimperianus,Psydrax schimperianus (A.Rich.) Bridson,Rubiaceae,Species,Psydrax,Psydrax Gaertn.,170230,35218-1,Genus,170288,915420-1,Species,Accepted,Rubiaceae,,Psydrax,,schimperianus,,,A.Rich.,Bridson,,Kew Bull., 40: 714,(1985),,"Trop. Africa, Arabian Pen.",shrub or tree,seasonally dry tropical,Psydrax schimperianus,(A.Rich.) Bridson,170288,33831,,,170230,915420-1,,Y,Psydrax schimperianus (A.Rich.) Bridson,915420-1,170288,Psydrax
386,Cryptolepis sanguinolenta,95951-1,Cryptolepis sanguinolenta,Cryptolepis sanguinolenta (Lindl.) Schltr.,Apocynaceae,Species,Cryptolepis,Cryptolepis R.Br.,503190,3291-1,Genus,503255,95951-1,Species,Accepted,Apocynaceae,,Cryptolepis,,sanguinolenta,,,Lindl.,Schltr.,,Westafr. Kautschuk-Exped.,: 308,(1900),,W. Trop. Africa to SW. Tanzania and Angola,climber,wet tropical,Cryptolepis sanguinolenta,(Lindl.) Schltr.,503255,510195,,,503190,95951-1,,Y,Cryptolepis sanguinolenta (Lindl.) Schltr.,95951-1,503255,Cryptolepis
387,Helia alba,118812-2,Helia alba,Helia alba (Spruce ex Progel) Kuntze,Gentianaceae,Species,Helia,Helia Mart.,2842115,16585-1,Genus,2842118,118812-2,Species,Accepted,Gentianaceae,,Helia,,alba,,,Spruce ex Progel,Kuntze,,Revis. Gen. Pl., 2: 428,(1891),,Venezuela (Amazonas) to E. Bolivia,subshrub,wet tropical,Helia alba,(Spruce ex Progel) Kuntze,2842118,2350295,,,2842115,118812-2,,N,Helia alba (Spruce ex Progel) Kuntze,118812-2,2842118,Helia
388,Mitragyna inermis,756296-1,Mitragyna inermis,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Species,Mitragyna,Mitragyna Korth.,128787,327864-2,Genus,128795,756296-1,Species,Accepted,Rubiaceae,,Mitragyna,,inermis,,,Willd.,Kuntze,,Revis. Gen. Pl., 1: 288,(1891),,W. Trop. Africa to Sudan,tree,wet tropical,Mitragyna inermis,(Willd.) Kuntze,128795,209810,,,128787,756296-1,,Y,Mitragyna inermis (Willd.) Kuntze,756296-1,128795,Mitragyna
389,Vincetoxicum hirundinaria,102810-1,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria Medik.,Apocynaceae,Species,Vincetoxicum,Vincetoxicum Wolf,513384,30010004-2,Genus,513577,102810-1,Species,Accepted,Apocynaceae,,Vincetoxicum,,hirundinaria,,,,Medik.,,Hist. & Commentat. Acad. Elect. Sci. Theod.-Palat., 4(Phys.): 404,(1790),,"Europe to W. Siberia and N. Türkiye, NW. Africa",perennial,temperate,Vincetoxicum hirundinaria,Medik.,513577,501512,L.,,513384,102810-1,,Y,Vincetoxicum hirundinaria Medik.,102810-1,513577,Vincetoxicum
390,Vincetoxicum glaucescens,946566-1,Vincetoxicum glaucescens,Vincetoxicum glaucescens (Decne.) C.Y.Wu & D.Z.Li,Apocynaceae,Species,Vincetoxicum,Vincetoxicum Wolf,513384,30010004-2,Genus,513553,946566-1,Species,Accepted,Apocynaceae,,Vincetoxicum,,glaucescens,,,Decne.,C.Y.Wu & D.Z.Li,,Acta Bot. Yunnan., 11: 48,(1989),,SE. China (to Sichuan),perennial or rhizomatous geophyte,temperate,Vincetoxicum glaucescens,(Decne.) C.Y.Wu & D.Z.Li,513553,510052,,,513384,946566-1,,Y,Vincetoxicum glaucescens (Decne.) C.Y.Wu & D.Z.Li,946566-1,513553,Vincetoxicum
391,Parsonsia straminea,50061-3,Parsonsia straminea,Parsonsia straminea (R.Br.) F.Muell.,Apocynaceae,Species,Parsonsia,Parsonsia R.Br.,147815,331830-2,Genus,147988,50061-3,Species,Accepted,Apocynaceae,,Parsonsia,,straminea,,,R.Br.,F.Muell.,,Pl. Victoria, 2: t. 58,(1865),,Queensland to N. New South Wales,climber,seasonally dry tropical,Parsonsia straminea,(R.Br.) F.Muell.,147988,116058,,,147815,50061-3,,Y,Parsonsia straminea (R.Br.) F.Muell.,50061-3,147988,Parsonsia
392,Tarenna attenuata,767407-1,Tarenna attenuata,Tarenna attenuata (Hook.f.) Hutch.,Rubiaceae,Species,Tarenna,Tarenna Gaertn.,201680,327893-2,Genus,201695,767407-1,Species,Accepted,Rubiaceae,,Tarenna,,attenuata,,,Hook.f.,Hutch.,C.S.Sargent,Pl. Wilson., 3: 411,(1916),,S. China to Indo-China,shrub or tree,wet tropical,Tarenna attenuata,(Hook.f.) Hutch.,201695,214289,,,201680,767407-1,,Y,Tarenna attenuata (Hook.f.) Hutch.,767407-1,201695,Tarenna
393,Strychnos guianensis,547220-1,Strychnos guianensis,Strychnos guianensis (Aubl.) Mart.,Loganiaceae,Species,Strychnos,Strychnos L.,2598056,30010060-2,Genus,2598063,547220-1,Species,Accepted,Loganiaceae,,Strychnos,,guianensis,,,Aubl.,Mart.,,Syst. Mat. Med. Bras.,: 121,(1843),,"Costa Rica, S. Trop. America",liana,wet tropical,Strychnos guianensis,(Aubl.) Mart.,2598063,2428370,,,2598056,547220-1,,N,Strychnos guianensis (Aubl.) Mart.,547220-1,2598063,Strychnos
394,Asclepias latifolia,94386-1,Asclepias latifolia,Asclepias latifolia (Torr.) Raf.,Apocynaceae,Species,Asclepias,Asclepias L.,500668,30005968-2,Genus,501051,94386-1,Species,Accepted,Apocynaceae,,Asclepias,,latifolia,,,Torr.,Raf.,,Atlantic J., 1: 146,(1832),,WC. & C. U.S.A. to Mexico (Coahuila),perennial,temperate,Asclepias latifolia,(Torr.) Raf.,501051,501227,,,500668,94386-1,,Y,Asclepias latifolia (Torr.) Raf.,94386-1,501051,Asclepias
395,Beaumontia grandiflora,77539-1,Beaumontia grandiflora,Beaumontia grandiflora Wall.,Apocynaceae,Species,Beaumontia,Beaumontia Wall.,20245,2221-1,Genus,20251,77539-1,Species,Accepted,Apocynaceae,,Beaumontia,,grandiflora,,,,Wall.,,Tent. Fl. Napal.,": 15, t. 7.",(1824),,"Nepal to China (S. Yunnan, SW. Guangxi) and Indo-China",climber,wet tropical,Beaumontia grandiflora,Wall.,20251,65944,Roxb.,,20245,77539-1,,Y,Beaumontia grandiflora Wall.,77539-1,20251,Beaumontia
396,Duroia hirsuta,86135-2,Duroia hirsuta,Duroia hirsuta (Poepp.) K.Schum.,Rubiaceae,Species,Duroia,Duroia L.f.,65301,327394-2,Genus,65315,86135-2,Species,Accepted,Rubiaceae,,Duroia,,hirsuta,,,Poepp.,K.Schum.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 6(6): 367,(1889),,S. Trop. America,tree,wet tropical,Duroia hirsuta,(Poepp.) K.Schum.,65315,7507,,,65301,86135-2,,Y,Duroia hirsuta (Poepp.) K.Schum.,86135-2,65315,Duroia
397,Telosma pallida,102161-1,Telosma pallida,Telosma pallida (Roxb.) Craib,Apocynaceae,Species,Telosma,Telosma Coville,512743,3755-1,Genus,512754,102161-1,Species,Accepted,Apocynaceae,,Telosma,,pallida,,,Roxb.,Craib,,Bull. Misc. Inform. Kew, 1911: 418,(1911),,Pakistan to Taiwan,climbing shrub,wet tropical,Telosma pallida,(Roxb.) Craib,512754,501244,,,512743,102161-1,,Y,Telosma pallida (Roxb.) Craib,102161-1,512754,Telosma
398,Swertia franchetiana,370906-1,Swertia franchetiana,Swertia franchetiana Harry Sm.,Gentianaceae,Species,Swertia,Swertia L.,2590364,30002722-2,Genus,2590480,370906-1,Species,Accepted,Gentianaceae,,Swertia,,franchetiana,,,,Harry Sm.,,"Bull. Brit. Mus. (Nat. Hist.), Bot.", 4: 251,(1970),,"Qinghai, Tibet, China (Sichuan, S. Gansu)",annual or biennial,subalpine or subarctic,Swertia franchetiana,Harry Sm.,2590480,2590061,Franch.,,2590364,370906-1,,N,Swertia franchetiana Harry Sm.,370906-1,2590480,Swertia
399,Hoya carnosa,107308-3,Hoya carnosa,Hoya carnosa (L.f.) R.Br.,Apocynaceae,Species,Hoya,Hoya R.Br.,506572,60437256-2,Genus,506676,107308-3,Species,Accepted,Apocynaceae,,Hoya,,carnosa,,,L.f.,R.Br.,,Asclepiadeae,: 16,(1810),,"S. China to Laos, Japan (S. Kyushu) to Taiwan",climbing epiphyte or lithophyte,subtropical,Hoya carnosa,(L.f.) R.Br.,506676,500785,,,506572,107308-3,,Y,Hoya carnosa (L.f.) R.Br.,107308-3,506676,Hoya
400,Coelospermum reticulatum,747019-1,Coelospermum reticulatum,Coelospermum reticulatum (F.Muell.) Benth.,Rubiaceae,Species,Coelospermum,Coelospermum Blume,45349,327850-2,Genus,45371,747019-1,Species,Accepted,Rubiaceae,,Coelospermum,,reticulatum,,,F.Muell.,Benth.,,Fl. Austral., 3: 425,(1867),,New Guinea to N. Australia,,wet tropical,Coelospermum reticulatum,(F.Muell.) Benth.,45371,162052,,,45349,747019-1,,Y,Coelospermum reticulatum (F.Muell.) Benth.,747019-1,45371,Coelospermum
401,Secamone afzelii,77079518-1,Secamone afzelii,Secamone afzelii (Roem. & Schult.) K.Schum.,Apocynaceae,Species,Secamone,Secamone R.Br.,511521,30167675-2,Genus,511526,77079518-1,Species,Accepted,Apocynaceae,,Secamone,,afzelii,,,Roem. & Schult.,K.Schum.,,Bot. Jahrb. Syst., 23: 234,(1896),,W. & WC. Trop. Africa,climbing subshrub or shrub,seasonally dry tropical,Secamone afzelii,(Roem. & Schult.) K.Schum.,511526,102352,,,511521,77079518-1,,Y,Secamone afzelii (Roem. & Schult.) K.Schum.,77079518-1,511526,Secamone
402,Matelea vailiana,290419-2,Matelea vailiana,Matelea vailiana Woodson,Apocynaceae,Species,Matelea,Matelea Aubl.,508375,30001048-2,Genus,508750,290419-2,Species,Accepted,Apocynaceae,,Matelea,,vailiana,,,,Woodson,,Ann. Missouri Bot. Gard., 28: 231,(1941),,"Mexico (Sonora, Chihuahua)",,desert or dry shrubland,Matelea vailiana,Woodson,508750,505340,A.Gray,,508375,290419-2,,Y,Matelea vailiana Woodson,290419-2,508750,Matelea
403,Alstonia longifolia,10153-2,Alstonia longifolia,Alstonia longifolia (A.DC.) Pichon,Apocynaceae,Species,Alstonia,Alstonia R.Br.,6994,331333-2,Genus,7060,10153-2,Species,Accepted,Apocynaceae,,Alstonia,,longifolia,,,A.DC.,Pichon,,Bull. Mus. Natl. Hist. Nat.,", sér. 2, 19: 297",(1947),,C. Mexico to C. America,shrub or tree,wet tropical,Alstonia longifolia,(A.DC.) Pichon,7060,176880,,,6994,10153-2,,Y,Alstonia longifolia (A.DC.) Pichon,10153-2,7060,Alstonia
404,Mitragyna diversifolia,756293-1,Mitragyna diversifolia,Mitragyna diversifolia (Wall. ex G.Don) Havil.,Rubiaceae,Species,Mitragyna,Mitragyna Korth.,128787,327864-2,Genus,128792,756293-1,Species,Accepted,Rubiaceae,,Mitragyna,,diversifolia,,,Wall. ex G.Don,Havil.,,"J. Linn. Soc., Bot.", 33: 71,(1897),,Bangladesh to China (Yunnan) and Malesia,tree,wet tropical,Mitragyna diversifolia,(Wall. ex G.Don) Havil.,128792,133164,,,128787,756293-1,,Y,Mitragyna diversifolia (Wall. ex G.Don) Havil.,756293-1,128792,Mitragyna
405,Gentianella magellanica,108704-2,Gentianella magellanica,Gentianella magellanica (Gaudich.) Fabris,Gentianaceae,Species,Gentianella,Gentianella Moench,2821875,331622-2,Genus,2822166,108704-2,Species,Accepted,Gentianaceae,,Gentianella,,magellanica,,,Gaudich.,Fabris,D.M.Moore,Vasc. Fl. Falkland Isl.,: 103,(1968),,SC. & S. Chile to Falkland Is.,annual,temperate,Gentianella magellanica,(Gaudich.) Fabris,2822166,2820900,,,2821875,108704-2,,N,Gentianella magellanica (Gaudich.) Fabris,108704-2,2822166,Gentianella
406,Voacanga grandifolia,82740-1,Voacanga grandifolia,Voacanga grandifolia (Miq.) Rolfe,Apocynaceae,Species,Voacanga,Voacanga Thouars,213938,2620-1,Genus,213960,82740-1,Species,Accepted,Apocynaceae,,Voacanga,,grandifolia,,,Miq.,Rolfe,,J. Bot., 21: 202,(1883),,Malesia to Queensland,shrub or tree,wet tropical,Voacanga grandifolia,(Miq.) Rolfe,213960,163375,,,213938,82740-1,,Y,Voacanga grandifolia (Miq.) Rolfe,82740-1,213960,Voacanga
407,Uncaria perrottetii,768290-1,Uncaria perrottetii,Uncaria perrottetii (A.Rich.) Merr.,Rubiaceae,Species,Uncaria,Uncaria Schreb.,209736,327895-2,Genus,209852,768290-1,Species,Accepted,Rubiaceae,,Uncaria,,perrottetii,,,A.Rich.,Merr.,,"Philipp. J. Sci., C", 8: 60,(1913),,"Borneo, Philippines",liana,wet tropical,Uncaria perrottetii,(A.Rich.) Merr.,209852,181238,,,209736,768290-1,,Y,Uncaria perrottetii (A.Rich.) Merr.,768290-1,209852,Uncaria
408,Cynanchum maximoviczii,96387-1,Cynanchum maximoviczii,Cynanchum maximoviczii Pobed.,Apocynaceae,Species,Cynanchum,Cynanchum L.,503314,30401855-2,Genus,503890,96387-1,Species,Accepted,Apocynaceae,,Cynanchum,,maximoviczii,,,,Pobed.,V.L.Komarov (ed.),Fl. URSS, 18: 717,(1952),,S. Sakhalin to Japan,climbing perennial,temperate,Cynanchum maximoviczii,Pobed.,503890,505202,Miq.,,503314,96387-1,,Y,Cynanchum maximoviczii Pobed.,96387-1,503890,Cynanchum
