,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,native_tdwg3_codes,intro_tdwg3_codes
192,3266-1,Chthamalia,Chthamalia Decne.,Apocynaceae,Genus,,,,,503106,3266-1,Genus,Accepted,Apocynaceae,,Chthamalia,,,,,,Decne.,A.P.de Candolle,Prodr., 8: 605,(1844),,C. & S. U.S.A. to Mexico,,,Chthamalia,Decne.,503106,,,,,3266-1,,Y,,,,"('ARI', 'FLA', 'GEO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'NWM', 'OKL', 'TEX')",
193,925113-1,Cibirhiza,Cibirhiza Bruyns,Apocynaceae,Genus,,,,,503117,925113-1,Genus,Accepted,Apocynaceae,,Cibirhiza,,,,,,Bruyns,,Notes Roy. Bot. Gard. Edinburgh, 45: 51,(1988),,"Ethiopia to Zambia, Arabian Pen.",,,Cibirhiza,Bruyns,503117,,,,,925113-1,,Y,,,,"('ETH', 'OMA', 'TAN', 'YEM', 'ZAM')",
194,326968-2,Cicendia,Cicendia Adans.,Gentianaceae,Genus,,,,,2720522,326968-2,Genus,Accepted,Gentianaceae,,Cicendia,,,,,,Adans.,,Fam. Pl., 2: 503,(1763),,"Europe, Medit., W. America",,,Cicendia,Adans.,2720522,,,,,326968-2,,N,,,,"('AGE', 'AGS', 'ALG', 'AZO', 'BAL', 'BGM', 'BOL', 'CAL', 'CLC', 'CLN', 'CLS', 'COR', 'DEN', 'ECU', 'FRA', 'GER', 'GRB', 'GRC', 'IRE', 'ITA', 'LBS', 'MOR', 'NET', 'ORE', 'PER', 'POR', 'SAR', 'SIC', 'SPA', 'TUE', 'TUN', 'TUR', 'URU', 'YUG')","('TAS',)"
195,77065716-1,Ciliosemina,Ciliosemina Antonelli,Rubiaceae,Genus,,,,,331516,77065716-1,Genus,Accepted,Rubiaceae,,Ciliosemina,,,,,,Antonelli,,Taxon, 54: 25,(2005),,S. Trop. America,,,Ciliosemina,Antonelli,331516,,,,,77065716-1,,Y,,,,"('BZN', 'CLM', 'ECU', 'PER', 'VEN')",
196,329816-2,Cinchona,Cinchona L.,Rubiaceae,Genus,,,,,40538,329816-2,Genus,Accepted,Rubiaceae,,Cinchona,,,,,,L.,,Sp. Pl.,: 172,(1753),,Costa Rica to W. South America,,,Cinchona,L.,40538,,,,,329816-2,,Y,,,,"('BOL', 'CLM', 'COS', 'ECU', 'PAN', 'PER', 'VEN', 'ZAI')","('CRL', 'GAL', 'GGI', 'GUA', 'GUI', 'HAW', 'HON', 'JAM', 'MXT', 'PUE', 'SCI', 'STH', 'SUL')"
197,983791-1,Cinchonopsis,Cinchonopsis L.Andersson,Rubiaceae,Genus,,,,,40835,983791-1,Genus,Accepted,Rubiaceae,,Cinchonopsis,,,,,,L.Andersson,,Ann. Missouri Bot. Gard., 82: 424,(1995),,Amazon Basin,,,Cinchonopsis,L.Andersson,40835,,,,,983791-1,,Y,,,,"('BZN', 'CLM', 'PER', 'VEN')",
198,3270-1,Cionura,Cionura Griseb.,Apocynaceae,Genus,,,,,503123,3270-1,Genus,Accepted,Apocynaceae,,Cionura,,,,,,Griseb.,,Spic. Fl. Rumel., 2: 69,(1844),,SE. Europe to Afghanistan,,,Cionura,Griseb.,503123,,,,,3270-1,,Y,,,,"('AFG', 'ALB', 'BUL', 'CYP', 'EAI', 'GRC', 'IRN', 'IRQ', 'KRI', 'LBS', 'TUE', 'TUR', 'YUG')","('TUN',)"
199,34370-1,Cladoceras,Cladoceras Bremek.,Rubiaceae,Genus,,,,,41377,34370-1,Genus,Accepted,Rubiaceae,,Cladoceras,,,,,,Bremek.,,Hooker's Icon. Pl., 35: t. 3411,(1940),,Kenya to Mozambique,,,Cladoceras,Bremek.,41377,,,,,34370-1,,Y,,,,"('KEN', 'MOZ', 'TAN')",
200,34371-1,Clarkella,Clarkella Hook.f.,Rubiaceae,Genus,,,,,41647,34371-1,Genus,Accepted,Rubiaceae,,Clarkella,,,,,,Hook.f.,,Fl. Brit. India, 3: 46,(1880),,"WC. Himalaya, S. China to S. Thailand",,,Clarkella,Hook.f.,41647,,,,,34371-1,,Y,,,,"('CHC', 'CHS', 'MYA', 'THA', 'WHM')",
201,2264-1,Cleghornia,Cleghornia Wight,Apocynaceae,Genus,,,,,41669,2264-1,Genus,Accepted,Apocynaceae,,Cleghornia,,,,,,Wight,,Icon. Pl. Ind. Orient.," 4: t. 1310, 1312",(1848),,"China, Sri Lanka to W. Malesia",,,Cleghornia,Wight,41669,,,,,2264-1,,Y,,,,"('CHC', 'LAO', 'MLY', 'SRL', 'THA', 'VIE')",
202,2266-1,Clitandra,Clitandra Benth.,Apocynaceae,Genus,,,,,43756,2266-1,Genus,Accepted,Apocynaceae,,Clitandra,,,,,,Benth.,W.J.Hooker,Niger Fl.,: 445,(1849),,Trop. Africa,,,Clitandra,Benth.,43756,,,,,2266-1,,Y,,,,"('ANG', 'BEN', 'CAB', 'CAF', 'CMN', 'CON', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'TAN', 'UGA', 'ZAI')",
203,893533-1,Coccochondra,Coccochondra Rauschert,Rubiaceae,Genus,,,,,44280,893533-1,Genus,Accepted,Rubiaceae,,Coccochondra,,,,,,Rauschert,,Taxon, 31: 561,(1982),,S. Venezuela,,,Coccochondra,Rauschert,44280,39636,Steyerm.,,,893533-1,,Y,,,,"('VEN',)",
204,331499-2,Coccocypselum,Coccocypselum P.Browne,Rubiaceae,Genus,,,,,44284,331499-2,Genus,Accepted,Rubiaceae,,Coccocypselum,,,,,,P.Browne,,Civ. Nat. Hist. Jamaica,: 144,(1756),", nom. cons.",Mexico to Trop. America,,,Coccocypselum,P.Browne,44284,,,,,331499-2,,Y,,,,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')",
205,893039-1,Coddia,Coddia Verdc.,Rubiaceae,Genus,,,,,44692,893039-1,Genus,Accepted,Rubiaceae,,Coddia,,,,,,Verdc.,,Kew Bull., 36: 509,(1981),,S. Trop. & S. Africa,,,Coddia,Verdc.,44692,,,,,893039-1,,Y,,,,"('CPP', 'MOZ', 'NAT', 'SWZ', 'TVL', 'ZIM')",
206,34381-1,Coelopyrena,Coelopyrena Valeton,Rubiaceae,Genus,,,,,45347,34381-1,Genus,Accepted,Rubiaceae,,Coelopyrena,,,,,,Valeton,,Icon. Bogor.,: t. 279,(1909),,Maluku,,,Coelopyrena,Valeton,45347,,,,,34381-1,,Y,,,,"('MOL',)",
207,327850-2,Coelospermum,Coelospermum Blume,Rubiaceae,Genus,,,,,45349,327850-2,Genus,Accepted,Rubiaceae,,Coelospermum,,,,,,Blume,,Bijdr. Fl. Ned. Ind.,: 994,(1826),,S. China to Indo-China and W. Pacific,,,Coelospermum,Blume,45349,,,,,327850-2,,Y,,,,"('AND', 'BOR', 'CBD', 'CHH', 'CHS', 'CRL', 'JAW', 'MLY', 'MOL', 'NSW', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SOL', 'SUM', 'THA', 'VIE')",
208,325985-2,Coffea,Coffea L.,Rubiaceae,Genus,,,,,45380,325985-2,Genus,Accepted,Rubiaceae,,Coffea,,,,,,L.,,Sp. Pl.,: 172,(1753),,"Trop. & S. Africa, W. Indian Ocean, Trop. Asia to Queensland",,,Coffea,L.,45380,,,,,325985-2,,Y,,,,"('ANG', 'ASS', 'BAN', 'BEN', 'BKN', 'BUR', 'CAB', 'CAF', 'CBD', 'CMN', 'COM', 'CON', 'EHM', 'ETH', 'GAB', 'GGI', 'GHA', 'GNB', 'GUI', 'IND', 'IVO', 'JAW', 'KEN', 'LBR', 'LSI', 'MAU', 'MCI', 'MDG', 'MLW', 'MOZ', 'MYA', 'NAT', 'NEP', 'NGA', 'NWG', 'PHI', 'QLD', 'REU', 'RWA', 'SIE', 'SOM', 'SRL', 'SUD', 'SWZ', 'TAN', 'THA', 'TOG', 'UGA', 'VIE', 'ZAI', 'ZAM', 'ZIM')","('AND', 'ASC', 'BER', 'BIS', 'BLZ', 'BOL', 'BOR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CHA', 'CHC', 'CHH', 'CHS', 'CLM', 'COO', 'COS', 'CPI', 'CRL', 'CUB', 'DOM', 'EAS', 'ECU', 'ELS', 'FIJ', 'GAL', 'GUA', 'HAI', 'HAW', 'HON', 'JAM', 'LEE', 'MOL', 'MRN', 'MRQ', 'MRS', 'MXC', 'MXS', 'MXT', 'NCB', 'NFK', 'NIC', 'NWC', 'OGA', 'PAN', 'PER', 'PUE', 'SAM', 'SCI', 'SEN', 'SEY', 'STH', 'SUL', 'SUM', 'TAI', 'TRT', 'TUA', 'TUB', 'VAN', 'VEN', 'WIN')"
209,34388-1,Colletoecema,Colletoecema E.M.A.Petit,Rubiaceae,Genus,,,,,46200,34388-1,Genus,Accepted,Rubiaceae,,Colletoecema,,,,,,E.M.A.Petit,,Bull. Jard. Bot. État Bruxelles, 33: 376,(1963),,WC. Trop. Africa to Angola,,,Colletoecema,E.M.A.Petit,46200,,,,,34388-1,,Y,,,,"('ANG', 'CAF', 'CMN', 'CON', 'GAB', 'ZAI')",
210,16511-1,Comastoma,Comastoma Toyok.,Gentianaceae,Genus,,,,,2732297,16511-1,Genus,Accepted,Gentianaceae,,Comastoma,,,,,,Toyok.,,Bot. Mag. (Tokyo), 74: 198,(1961),,Temp. Asia to Himalaya,,,Comastoma,Toyok.,2732297,,,,,16511-1,,N,,,,"('ALT', 'ARI', 'ASK', 'AUT', 'BRC', 'BRY', 'CAL', 'CHC', 'CHI', 'CHN', 'CHQ', 'CHT', 'CHX', 'COL', 'CZE', 'EHM', 'FIN', 'FRA', 'GER', 'GNL', 'ICE', 'IDA', 'IRK', 'ITA', 'JAP', 'KAM', 'KAZ', 'KGZ', 'KHA', 'KRA', 'MAG', 'MNT', 'MON', 'MOR', 'MYA', 'NEP', 'NEV', 'NOR', 'NUN', 'NWM', 'NWT', 'ONT', 'ORE', 'PAK', 'POL', 'QUE', 'ROM', 'RUN', 'SPA', 'SVA', 'SWE', 'SWI', 'TCS', 'TVA', 'TZK', 'UKR', 'UTA', 'WAS', 'WHM', 'WSB', 'WYO', 'YAK', 'YUK')",
211,34392-1,Condaminea,Condaminea DC.,Rubiaceae,Genus,,,,,46495,34392-1,Genus,Accepted,Rubiaceae,,Condaminea,,,,,,DC.,,Prodr., 4: 402,(1830),,C. & S. Trop. America,,,Condaminea,DC.,46495,,,,,34392-1,,Y,,,,"('BOL', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'PAN', 'PER', 'VEN')",
212,328988-2,Condylocarpon,Condylocarpon Desf.,Apocynaceae,Genus,,,,,46511,328988-2,Genus,Accepted,Apocynaceae,,Condylocarpon,,,,,,Desf.,,Mém. Mus. Hist. Nat., 8: 119,(1822),,Trop. America,,,Condylocarpon,Desf.,46511,,,,,328988-2,,Y,,,,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'FRG', 'GUY', 'NIC', 'PAR', 'PER', 'SUR', 'TRT', 'URU', 'VEN')",
213,16512-1,Congolanthus,Congolanthus A.Raynal,Gentianaceae,Genus,,,,,2734049,16512-1,Genus,Accepted,Gentianaceae,,Congolanthus,,,,,,A.Raynal,,Adansonia,", n.s., 8: 56",(1968),,Trop. Africa,,,Congolanthus,A.Raynal,2734049,,,,,16512-1,,N,,,,"('CAF', 'CMN', 'CON', 'GAB', 'NGA', 'TAN', 'UGA', 'ZAI', 'ZAM')",
214,3281-1,Conomitra,Conomitra Fenzl,Apocynaceae,Genus,,,,,503157,3281-1,Genus,Accepted,Apocynaceae,,Conomitra,,,,,,Fenzl,S.L.Endlicher & E.Fenzl.,Nov. Stirp. Dec.,: 65,(1839),,Niger to Djibouti and N. Kenya,,,Conomitra,Fenzl,503157,,,,,3281-1,,Y,,,,"('CHA', 'DJI', 'ETH', 'KEN', 'NGR', 'SOM', 'SUD')",
215,34395-1,Conostomium,Conostomium (Stapf) Cufod.,Rubiaceae,Genus,,,,,46629,34395-1,Genus,Accepted,Rubiaceae,,Conostomium,,,,,Stapf,Cufod.,,Nuovo Giorn. Bot. Ital.,", n.s., 55: 85",(1948),,Ethiopia to S. Africa,,,Conostomium,(Stapf) Cufod.,46629,,,,,34395-1,,Y,,,,"('CPP', 'DJI', 'ETH', 'KEN', 'MOZ', 'NAT', 'OFS', 'SOM', 'SUD', 'TVL', 'UGA', 'ZIM')",
216,34398-1,Coprosma,Coprosma J.R.Forst. & G.Forst.,Rubiaceae,Genus,,,,,46739,34398-1,Genus,Accepted,Rubiaceae,,Coprosma,,,,,,J.R.Forst. & G.Forst.,,Char. Gen. Pl.,: 137,(1776),,"Malesia to Pacific, Juan Fernández Is., Macquarie Is.",,,Coprosma,J.R.Forst. & G.Forst.,46739,,,,,34398-1,,Y,,,,"('ATP', 'BOR', 'COO', 'CTM', 'FIJ', 'HAW', 'JAW', 'JNF', 'KER', 'MAQ', 'MRQ', 'NFK', 'NSW', 'NWG', 'NZN', 'NZS', 'PIT', 'SAM', 'SCI', 'SOL', 'SUL', 'TAS', 'TUA', 'TUB', 'VAN', 'VIC')","('GRB', 'SOA')"
217,331515-2,Coptophyllum,Coptophyllum Korth.,Rubiaceae,Genus,,,,,46984,331515-2,Genus,Accepted,Rubiaceae,,Coptophyllum,,,,,,Korth.,,Ned. Kruidk. Arch., 2: 161,(1851),", nom. cons.",Nicobar Is. to W. Malesia,,,Coptophyllum,Korth.,46984,,,,,331515-2,,Y,,,,"('BOR', 'JAW', 'MLY', 'NCB', 'SUM')",
218,34401-1,Coptosapelta,Coptosapelta Korth.,Rubiaceae,Genus,,,,,46992,34401-1,Genus,Accepted,Rubiaceae,,Coptosapelta,,,,,,Korth.,,Ned. Kruidk. Arch., 2(2): 112,(1851),,Trop. & Subtrop. Asia,,,Coptosapelta,Korth.,46992,,,,,34401-1,,Y,,,,"('BOR', 'CBD', 'CHC', 'CHS', 'JAW', 'LAO', 'MLY', 'MYA', 'NNS', 'NWG', 'PHI', 'SUM', 'TAI', 'THA', 'VIE')",
219,34402-1,Coptosperma,Coptosperma Hook.f.,Rubiaceae,Genus,,,,,47011,34402-1,Genus,Accepted,Rubiaceae,,Coptosperma,,,,,,Hook.f.,G.Bentham & J.D.Hooker,Gen. Pl., 2: 86,(1873),,"Djibouti to S. Africa, W. Indian Ocean, SW. Arabian Pen.",,,Coptosperma,Hook.f.,47011,,,,,34402-1,,Y,,,,"('ALD', 'BUR', 'COM', 'DJI', 'ETH', 'KEN', 'MAU', 'MDG', 'MLW', 'MOZ', 'NAT', 'OMA', 'REU', 'RWA', 'SAU', 'SOM', 'SUD', 'SWZ', 'TAN', 'TVL', 'UGA', 'YEM', 'ZAI', 'ZAM', 'ZIM')",
220,30011006-2,Cordiera,Cordiera A.Rich. ex DC.,Rubiaceae,Genus,,,,,47112,30011006-2,Genus,Accepted,Rubiaceae,,Cordiera,,,,,,A.Rich. ex DC.,,Prodr., 4: 445,(1830),,Costa Rica to S. Trop. America,,,Cordiera,A.Rich. ex DC.,47112,,,,,30011006-2,,Y,,,,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'PAR', 'PER', 'SUR', 'VEN')",
221,3284-1,Cordylogyne,Cordylogyne E.Mey.,Apocynaceae,Genus,,,,,503159,3284-1,Genus,Accepted,Apocynaceae,,Cordylogyne,,,,,,E.Mey.,,Comm. Pl. Afr. Austr.,: 218,(1838),,S. Africa,,,Cordylogyne,E.Mey.,503159,,,,,3284-1,,Y,,,,"('CPP', 'LES', 'NAM', 'NAT', 'OFS', 'TVL')",
222,77107951-1,Cordylostigma,Cordylostigma Groeninckx & Dessein,Rubiaceae,Genus,,,,,462526,77107951-1,Genus,Accepted,Rubiaceae,,Cordylostigma,,,,,,Groeninckx & Dessein,,Taxon, 59: 1466,(2010),,"Trop. & S. Africa, W. Indian Ocean",,,Cordylostigma,Groeninckx & Dessein,462526,,Bremek.,,,77107951-1,,Y,,,,"('ANG', 'BEN', 'BOT', 'BUR', 'CMN', 'COM', 'CPP', 'CPV', 'GAM', 'GHA', 'GUI', 'IVO', 'KEN', 'MDG', 'MLW', 'MOZ', 'NAM', 'NAT', 'NGA', 'OFS', 'REU', 'SOM', 'SUD', 'SWZ', 'TAN', 'TOG', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
223,34406-1,Corynanthe,Corynanthe Welw.,Rubiaceae,Genus,,,,,48177,34406-1,Genus,Accepted,Rubiaceae,,Corynanthe,,,,,,Welw.,,Trans. Linn. Soc. London, 27: 37,(1869),,W. Trop. Africa to Angola,,,Corynanthe,Welw.,48177,,,,,34406-1,,Y,,,,"('ANG', 'BEN', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'RWA', 'SIE', 'TOG', 'ZAI')","('GGI',)"
224,296910-2,Coryphothamnus,Coryphothamnus Steyerm.,Rubiaceae,Genus,,,,,48263,296910-2,Genus,Accepted,Rubiaceae,,Coryphothamnus,,,,,,Steyerm.,,Mem. New York Bot. Gard., 12: 264,(1965),,Venezuela,,,Coryphothamnus,Steyerm.,48263,,,,,296910-2,,Y,,,,"('VEN',)",
225,331521-2,Cosmibuena,Cosmibuena Ruiz & Pav.,Rubiaceae,Genus,,,,,48335,331521-2,Genus,Accepted,Rubiaceae,,Cosmibuena,,,,,,Ruiz & Pav.,,Fl. Peruv. Prodr.,": 10, t. 2",(1794),,SE. Mexico to S. Trop. America,,,Cosmibuena,Ruiz & Pav.,48335,,,,,331521-2,,Y,,,,"('BOL', 'BZN', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')",
226,296914-2,Cosmocalyx,Cosmocalyx Standl.,Rubiaceae,Genus,,,,,48358,296914-2,Genus,Accepted,Rubiaceae,,Cosmocalyx,,,,,,Standl.,,"Publ. Field Mus. Nat. Hist., Bot. Ser.", 8: 56,(1930),,S. Mexico to C. America,,,Cosmocalyx,Standl.,48358,,,,,296914-2,,Y,,,,"('BLZ', 'GUA', 'MXS', 'MXT')",
227,3287-1,Cosmostigma,Cosmostigma Wight,Apocynaceae,Genus,,,,,503165,3287-1,Genus,Accepted,Apocynaceae,,Cosmostigma,,,,,,Wight,,Contr. Bot. India,: 41,(1834),,Hainan to Trop. Asia,,,Cosmostigma,Wight,503165,,,,,3287-1,,Y,,,,"('BAN', 'CBD', 'CHH', 'IND', 'MYA', 'PHI', 'SRL', 'THA', 'VIE')","('JAW',)"
228,2277-1,Couma,Couma Aubl.,Apocynaceae,Genus,,,,,48373,2277-1,Genus,Accepted,Apocynaceae,,Couma,,,,,,Aubl.,,Hist. Pl. Guiane,: 39,(1775),,C. & S. Trop. America,,,Couma,Aubl.,48373,,,,,2277-1,,Y,,,,"('BLZ', 'BOL', 'BZE', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUA', 'GUY', 'HON', 'NIC', 'PAN', 'PER', 'SUR', 'VEN')",
229,34412-1,Coussarea,Coussarea Aubl.,Rubiaceae,Genus,,,,,48396,34412-1,Genus,Accepted,Rubiaceae,,Coussarea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 98,(1775),,S. Mexico to Trop. America,,,Coussarea,Aubl.,48396,,,,,34412-1,,Y,,,,"('AGE', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'ECU', 'FRG', 'GUA', 'GUY', 'HON', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')",
230,296973-2,Coutaportla,Coutaportla Urb.,Rubiaceae,Genus,,,,,48558,296973-2,Genus,Accepted,Rubiaceae,,Coutaportla,,,,,,Urb.,,Symb. Antill., 9: 146,(1923),,Mexico to Honduras,,,Coutaportla,Urb.,48558,,,,,296973-2,,Y,,,,"('GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT')",
231,34414-1,Coutarea,Coutarea Aubl.,Rubiaceae,Genus,,,,,48562,34414-1,Genus,Accepted,Rubiaceae,,Coutarea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 314,(1775),", nom. rej. prop.",S. Mexico to Trop. America,,,Coutarea,Aubl.,48562,,,,,34414-1,,Y,,,,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN', 'VNA')",
232,77187930-1,Coutareopsis,Coutareopsis Paudyal & Delprete,Rubiaceae,Genus,,,,,528778,77187930-1,Genus,Accepted,Rubiaceae,,Coutareopsis,,,,,,Paudyal & Delprete,,Bot. J. Linn. Soc., 187: 385,(2018),,Ecuador to Peru,,,Coutareopsis,Paudyal & Delprete,528778,,,,,77187930-1,,Y,,,,"('ECU', 'PER')",
233,16515-1,Coutoubea,Coutoubea Aubl.,Gentianaceae,Genus,,,,,2740741,16515-1,Genus,Accepted,Gentianaceae,,Coutoubea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 72,(1775),,"Mexico, C. & S. Trop. America",,,Coutoubea,Aubl.,2740741,,,,,16515-1,,N,,,,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'FRG', 'GUA', 'GUY', 'LEE', 'MXG', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'TRT', 'VEN')",
234,34418-1,Cowiea,Cowiea Wernham,Rubiaceae,Genus,,,,,48598,34418-1,Genus,Accepted,Rubiaceae,,Cowiea,,,,,,Wernham,,"J. Linn. Soc., Bot.", 42: 96,(1914),,Malesia,,,Cowiea,Wernham,48598,,,,,34418-1,,Y,,,,"('BOR', 'PHI')",
235,326963-2,Cracosna,Cracosna Gagnep.,Gentianaceae,Genus,,,,,2741179,326963-2,Genus,Accepted,Gentianaceae,,Cracosna,,,,,,Gagnep.,,Bull. Soc. Bot. France, 76: 776,(1929),,Indo-China,,,Cracosna,Gagnep.,2741179,,,,,326963-2,,N,,,,"('CBD', 'LAO', 'THA', 'VIE')",
236,2280-1,Craspidospermum,Craspidospermum Bojer ex A.DC.,Apocynaceae,Genus,,,,,48714,2280-1,Genus,Accepted,Apocynaceae,,Craspidospermum,,,,,,Bojer ex A.DC.,A.P.de Candolle,Prodr., 8: 323,(1844),,Madagascar,,,Craspidospermum,Bojer ex A.DC.,48714,,,,,2280-1,,Y,,,,"('MDG',)",
237,34420-1,Craterispermum,Craterispermum Benth.,Rubiaceae,Genus,,,,,48720,34420-1,Genus,Accepted,Rubiaceae,,Craterispermum,,,,,,Benth.,W.J.Hooker,Niger Fl.,: 411,(1849),,"Trop. Africa, Seychelles, Madagascar",,,Craterispermum,Benth.,48720,,,,,34420-1,,Y,,,,"('ANG', 'BEN', 'BUR', 'CAB', 'CAF', 'CHA', 'CMN', 'CON', 'EQG', 'ETH', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLI', 'MLW', 'MOZ', 'NGA', 'SEN', 'SEY', 'SIE', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
238,16518-1,Crawfurdia,Crawfurdia Wall.,Gentianaceae,Genus,,,,,2742462,16518-1,Genus,Accepted,Gentianaceae,,Crawfurdia,,,,,,Wall.,,Tent. Fl. Napal.,: 63,(1826),,E. Himalaya to China,,,Crawfurdia,Wall.,2742462,,,,,16518-1,,N,,,,"('ASS', 'CHC', 'CHS', 'CHT', 'EHM', 'MYA', 'NEP', 'SRL', 'VIE')",
239,34423-1,Cremaspora,Cremaspora Benth.,Rubiaceae,Genus,,,,,48750,34423-1,Genus,Accepted,Rubiaceae,,Cremaspora,,,,,,Benth.,W.J.Hooker,Niger Fl.,: 412,(1849),,Africa,,,Cremaspora,Benth.,48750,,,,,34423-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAF', 'CHA', 'CMN', 'COM', 'CON', 'CVI', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'MLI', 'MLW', 'MOZ', 'NGA', 'RWA', 'SEN', 'SIE', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
240,2281-1,Crioceras,Crioceras Pierre,Apocynaceae,Genus,,,,,49081,2281-1,Genus,Accepted,Apocynaceae,,Crioceras,,,,,,Pierre,,Bull. Mens. Soc. Linn. Paris, 2: 1311,(1897),,WC. Trop. Africa,,,Crioceras,Pierre,49081,,,,,2281-1,,Y,,,,"('CAB', 'CON', 'GAB')",
241,60473391-2,Cristobalia,"Cristobalia Morillo, S.A.Cáceres & H.A.Keller",Apocynaceae,Genus,,,,,522651,60473391-2,Genus,Accepted,Apocynaceae,,Cristobalia,,,,,,"Morillo, S.A.Cáceres & H.A.Keller",,Pittieria, 40: 132,(2016),,Bolivia to N. Argentina,,,Cristobalia,"Morillo, S.A.Cáceres & H.A.Keller",522651,,,,,60473391-2,,Y,,,,"('AGE', 'AGW', 'BOL', 'BZS', 'URU')",
242,34427-1,Crobylanthe,Crobylanthe Bremek.,Rubiaceae,Genus,,,,,49089,34427-1,Genus,Accepted,Rubiaceae,,Crobylanthe,,,,,,Bremek.,,Recueil Trav. Bot. Néerl., 37: 191,(1940),,Borneo,,,Crobylanthe,Bremek.,49089,,,,,34427-1,,Y,,,,"('BOR',)",
243,34430-1,Crossopteryx,Crossopteryx Fenzl,Rubiaceae,Genus,,,,,49175,34430-1,Genus,Accepted,Rubiaceae,,Crossopteryx,,,,,,Fenzl,S.L.Endlicher & E.Fenzl,Nov. Stirp. Dec.,: 45,(1839),,Trop. & S. Africa,,,Crossopteryx,Fenzl,49175,,,,,34430-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BOT', 'BUR', 'CAF', 'CHA', 'CMN', 'CON', 'CPV', 'ETH', 'GAB', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'MLI', 'MLW', 'MOZ', 'NGA', 'RWA', 'SEN', 'SIE', 'SUD', 'TAN', 'TOG', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
